year,country,Debt_to_GDP,Deficit_to_GDP,Debt_Growth,GDP,Debt,Deficit,cluster
1997,SK,32.550263025149526,-6.23487991434954,24.24456756650555,19427.8,6323.8,-1211.3,2
1998,SK,30.978761339367935,-5.368443739101472,0.011069293779053524,20415.6,6324.5,-1096.0,0
1999,SK,49.03823514357373,-7.251881046219993,51.48391177168157,19537.0,9580.6,-1416.8,2
2000,SK,49.065654533587264,-12.690110243823932,14.55754336889128,22368.6,10975.3,-2838.6,2
2001,SK,51.9751312355201,-7.743000423137671,13.036545698067492,23869.3,12406.1,-1848.2,2
2002,SK,46.9583997140717,-8.353136656235861,-0.45058479296474774,26300.3,12350.2,-2196.9,1
2003,SK,43.97726247405937,-2.2814387065943507,6.555359427377683,29924.1,13159.8,-682.7,0
2004,SK,43.381065984276525,-2.3593870041648133,14.135473183483027,34623.4,15020.0,-816.9,0
2005,SK,35.648590585554935,-2.857055482075551,-6.8681757656458124,39239.7,13988.4,-1121.1,0
2006,SK,34.09457799613968,-3.570143884892086,11.123502330502411,45592.0,15544.4,-1627.7,0
2007,SK,30.546520520914854,-2.2581967431287895,10.743418851805163,56354.7,17214.4,-1272.6,0
2008,SK,29.712678648732926,-2.540815616041075,14.03127614090527,66065.4,19629.8,-1678.6,0
2009,SK,36.40724938373369,-8.184516143133022,18.80253492139503,64055.1,23320.7,-5242.6,2
2010,SK,40.65363243106391,-7.444413888634258,19.807295664366855,68726.7,27939.9,-5116.3,2
2011,SK,43.27016103700291,-4.355607675608513,10.93167835246367,71629.5,30994.2,-3119.9,0
2012,SK,51.68756340908967,-4.366207498955615,22.952036187415704,73727.6,38108.0,-3219.1,2
2013,SK,54.610698701949424,-2.861230904026783,6.966778629159243,74642.7,40762.9,-2135.7,0
2014,SK,53.39207416705088,-3.245069701406567,0.28285524337079426,76562.3,40878.2,-2484.5,0
2015,SK,51.59928984041316,-2.782038984128406,1.456522058211962,80376.3,41473.6,-2236.1,0
2016,SK,52.135586658433546,-2.593553667166534,2.6047895528722,81621.6,42553.9,-2116.9,0
2017,SK,51.38146713056907,-0.9846940456965834,2.584956960466611,84960.4,43653.9,-836.6,0
2018,SK,49.270292514392,-1.0060270792094015,1.8905527341199546,90275.9,44479.2,-908.2,0
2019,SK,48.00962479177133,-1.2050027763822417,2.0519703591791227,94547.5,45391.9,-1139.3,0
2020,SK,58.40813141561864,-5.295873860005131,21.367248341664478,94320.6,55090.9,-4995.1,2
2021,SK,60.21683828696379,-5.08972280344994,11.372114087807606,101891.6,61355.9,-5186.0,1
2022,SK,57.75619817424186,-1.5637532989328826,3.508546040397098,109959.8,63508.6,-1719.5,0
2023,SK,55.75758851274945,-5.295587536537134,8.461216276220851,123538.7,68882.2,-6542.1,1
2024,SK,59.70055488355126,-5.496687978803064,12.851505904282966,130207.5,77734.6,-7157.1,1
